,Country,League,Club,Player Names,Matches_Played,Substitution ,Mins,Goals,xG,xG Per Avg Match,Shots,OnTarget,Shots Per Avg Match,On Target Per Avg Match,Year
205,Italy,Serie A,(TOR),Andrea Belotti,37.0,0.0,3533,15,15.99,0.43,125.0,47.0,3.36,1.26,2018
206,Italy,Serie A,(SAM),Fabio Quagliarella,37.0,0.0,3269,26,23.06,0.67,141.0,57.0,4.1,1.66,2018
207,Italy,Serie A,Mario,Mandzukic None,23.0,2.0,2125,9,6.49,0.29,31.0,17.0,1.39,0.76,2018
208,Italy,Serie A,(ROM),Edin Dzeko,28.0,5.0,2741,9,13.56,0.47,131.0,50.0,4.54,1.73,2018
209,Italy,Serie A,(NAP),Andrea Petagna,35.0,1.0,3196,16,12.78,0.38,89.0,41.0,2.65,1.22,2018
210,Italy,Serie A,(PAR),Roberto Inglese,23.0,2.0,2075,9,7.86,0.36,47.0,21.0,2.15,0.96,2018
211,Italy,Serie A,(ATA),Josip Ilicic,23.0,8.0,2262,12,9.29,0.39,101.0,38.0,4.24,1.6,2018
212,Italy,Serie A,(SAS),Francesco Caputo,38.0,0.0,3641,16,16.1,0.42,96.0,43.0,2.5,1.12,2018
213,Italy,Serie A,(CAG),Leonardo Pavoletti,31.0,1.0,2903,16,11.0,0.36,84.0,33.0,2.75,1.08,2018
214,Italy,Serie A,(SAS),Gregoire Defrel,26.0,10.0,2388,11,8.3,0.33,47.0,23.0,1.87,0.91,2018
215,Italy,Serie A,(NAP),Dries Mertens,23.0,12.0,2416,16,10.43,0.41,89.0,39.0,3.5,1.53,2018
216,Italy,Serie A,None,Stephan El Shaarawy,23.0,5.0,2213,11,7.22,0.31,70.0,30.0,3.0,1.29,2018
217,Italy,Serie A,(PAR),Gervinho ,27.0,3.0,2430,11,6.91,0.27,44.0,19.0,1.72,0.74,2018
218,Italy,Serie A,(PSG),Mauro Icardi,24.0,5.0,2314,11,14.86,0.61,73.0,29.0,3.0,1.19,2018
219,Italy,Serie A,(BSC),Krzysztof Piatek,34.0,3.0,3147,23,17.23,0.52,118.0,52.0,3.56,1.57,2018
220,Germany,Bundesliga,(HOF),Andrej Kramaric,28.0,2.0,2527,16,19.42,0.73,110.0,43.0,4.14,1.62,2018
221,Germany,Bundesliga,(BMG),Alassane Plea,28.0,6.0,2613,12,11.28,0.41,83.0,41.0,3.02,1.49,2018
222,Germany,Bundesliga,(CHE),Kai Havertz,33.0,1.0,3033,16,11.17,0.35,87.0,42.0,2.73,1.32,2018
223,Germany,Bundesliga,(RMA),Luka Jovic,25.0,7.0,2353,17,14.12,0.57,97.0,42.0,3.92,1.7,2018
224,Germany,Bundesliga,(ACM),Ante Rebic,23.0,5.0,2075,11,9.17,0.42,61.0,28.0,2.79,1.28,2018
225,Germany,Bundesliga,(DOR),Jadon Sancho,26.0,8.0,2602,13,6.85,0.25,40.0,21.0,1.46,0.77,2018
226,Germany,Bundesliga,(FCA),Alfred Finnbogason,17.0,1.0,1385,10,10.21,0.7,40.0,18.0,2.74,1.23,2018
227,Germany,Bundesliga,(KOL),Ondrej Duda,30.0,2.0,2661,11,5.88,0.21,54.0,20.0,1.93,0.71,2018
228,Germany,Bundesliga,(VIL),Paco Alcacer,11.0,15.0,1312,18,9.39,0.68,52.0,27.0,3.77,1.96,2018
229,Germany,Bundesliga,(CHE),Timo Werner,29.0,1.0,2582,16,15.49,0.57,107.0,39.0,3.94,1.43,2018
230,Germany,Bundesliga,(SCH),Benito Raman,19.0,11.0,1781,10,6.19,0.33,55.0,26.0,2.93,1.39,2018
231,Germany,Bundesliga,(MON),Kevin Volland,32.0,2.0,2945,14,12.4,0.4,87.0,43.0,2.81,1.39,2018
232,Germany,Bundesliga,(WOB),Wout Weghorst,33.0,1.0,3061,17,16.11,0.5,73.0,34.0,2.27,1.06,2018
233,Germany,Bundesliga,(HOF),Ishak Belfodil,20.0,8.0,1965,18,10.14,0.49,88.0,36.0,4.25,1.74,2018
234,Germany,Bundesliga,(DOR),Marco Reus,27.0,0.0,2432,17,13.31,0.52,69.0,33.0,2.7,1.29,2018
235,Germany,Bundesliga,(MAI),Jean-Philippe Mateta,29.0,5.0,2587,14,11.71,0.43,97.0,34.0,3.56,1.25,2018
236,Germany,Bundesliga,(WHU),Sebastien Haller,23.0,6.0,2312,15,12.17,0.5,54.0,26.0,2.22,1.07,2018
237,Germany,Bundesliga,(UNB),Max Kruse,32.0,0.0,2975,11,9.39,0.3,91.0,40.0,2.91,1.28,2018
238,Germany,Bundesliga,(BAY),Robert Lewandowski,33.0,0.0,3090,22,29.27,0.9,144.0,51.0,4.43,1.57,2018
239,Germany,Bundesliga,(RBL),Yussuf Poulsen,27.0,4.0,2556,15,10.76,0.4,65.0,27.0,2.42,1.0,2018
240,France,France Ligue 11,(PSG),Angel Di Maria,28.0,2.0,2418,12,10.44,0.41,97.0,30.0,3.81,1.18,2018
241,France,France Ligue 20,(BOR),Remi Oudin,32.0,5.0,2719,10,7.73,0.27,78.0,24.0,2.73,0.84,2018
242,France,France Ligue 2,(ARS),Nicolas Pepe,37.0,1.0,3533,22,20.08,0.54,118.0,60.0,3.17,1.61,2018
243,France,France Ligue 12,(CAE),Emiliano Sala,16.0,3.0,1434,12,6.19,0.41,36.0,18.0,2.38,1.19,2018
244,France,France Ligue 9,(LIL),Jonathan Bamba,35.0,3.0,3190,13,7.39,0.22,67.0,28.0,2.0,0.83,2018
245,France,France Ligue 15,(REN),M'Baye Niang,19.0,10.0,1911,11,7.44,0.37,64.0,25.0,3.18,1.24,2018
246,France,France Ligue 6,(PSG),Neymar ,16.0,1.0,1517,15,12.62,0.79,54.0,25.0,3.38,1.57,2018
247,France,France Ligue 3,(MNU),Edinson Cavani,20.0,1.0,1747,18,16.73,0.91,52.0,22.0,2.83,1.2,2018
248,France,France Ligue 16,(ANG),Stephane Bahoken,31.0,1.0,2541,11,8.56,0.32,66.0,33.0,2.47,1.23,2018
249,France,France Ligue 14,(SIV),Max Gradel,36.0,0.0,3446,11,14.51,0.4,120.0,42.0,3.31,1.16,2018
250,France,France Ligue 4,(MAR),Florian Thauvin,30.0,3.0,2741,16,11.25,0.39,101.0,35.0,3.5,1.21,2018
251,France,France Ligue 1,(PSG),Kylian Mbappe-Lottin,24.0,5.0,2488,33,31.17,1.19,125.0,70.0,4.77,2.67,2018
252,France,France Ligue 10,(STE),Wahbi Khazri,32.0,0.0,3000,13,10.74,0.34,94.0,36.0,2.98,1.14,2018
253,France,France Ligue 7,(GAL),Falcao ,29.0,4.0,2699,15,14.21,0.5,94.0,41.0,3.31,1.44,2018
254,France,France Ligue 13,(MPE),Gaetan Laborde,36.0,1.0,3115,11,8.53,0.26,86.0,27.0,2.62,0.82,2018
255,France,France Ligue 8,(MPE),Andy Delort,36.0,0.0,3263,14,13.05,0.38,119.0,36.0,3.46,1.05,2018
256,France,France Ligue 5,(LYO),Moussa Dembele,21.0,12.0,2154,15,14.74,0.65,90.0,39.0,3.97,1.72,2018
257,France,France Ligue 19,(LYO),Memphis Depay,29.0,7.0,2900,10,13.43,0.44,110.0,39.0,3.6,1.28,2018
258,France,France Ligue 18,(STR),Lebo Mothiba,21.0,14.0,2154,10,7.03,0.31,36.0,19.0,1.59,0.84,2018
259,France,France Ligue 17,(LOK),Francois Kamano,29.0,8.0,2698,10,9.09,0.32,82.0,33.0,2.89,1.16,2018
260,England,Premier League,(CRY),Luka Milivojevic,38.0,0.0,3651,12,11.15,0.29,57.0,24.0,1.48,0.62,2018
261,England,Premier League,(BOU),Joshua King,34.0,1.0,3143,12,13.56,0.41,72.0,23.0,2.18,0.7,2018
262,England,Premier League,(MNU),Paul Pogba,34.0,1.0,3233,13,15.99,0.47,105.0,49.0,3.09,1.44,2018
263,England,Premier League,(LIV),Mohamed Salah,37.0,1.0,3417,22,20.5,0.57,137.0,63.0,3.81,1.75,2018
264,England,Premier League,(BUR),Ashley Barnes,26.0,11.0,2569,12,13.25,0.49,65.0,30.0,2.4,1.11,2018
265,England,Premier League,(WAT),Glenn Murray,30.0,8.0,2684,13,11.58,0.41,54.0,21.0,1.91,0.74,2018
266,England,Premier League,(EVE),Richarlison ,32.0,3.0,2822,14,11.88,0.4,83.0,28.0,2.79,0.94,2018
267,England,Premier League,(LIV),Sadio Mane,35.0,1.0,3236,22,15.33,0.45,87.0,42.0,2.55,1.23,2018
268,England,Premier League,(NEW),Callum Wilson,29.0,1.0,2714,14,14.57,0.51,65.0,29.0,2.28,1.02,2018
269,England,Premier League,(TOT),Son Heung-Min,23.0,8.0,2152,12,7.02,0.31,74.0,29.0,3.27,1.28,2018
270,England,Premier League,(TOT),Harry Kane,27.0,1.0,2580,17,15.48,0.57,102.0,46.0,3.76,1.69,2018
271,England,Premier League,(MNC),Sergio Aguero,31.0,2.0,2566,21,19.45,0.72,118.0,43.0,4.37,1.59,2018
272,England,Premier League,(RMA),Eden Hazard,32.0,5.0,3115,16,10.82,0.33,93.0,43.0,2.84,1.31,2018
273,England,Premier League,(ARS),Pierre-Emerick Aubameyang,30.0,6.0,2905,22,21.71,0.71,94.0,39.0,3.07,1.28,2018
274,England,Premier League,(EVE),Gylfi Sigurdsson,36.0,2.0,3302,13,11.12,0.32,86.0,33.0,2.47,0.95,2018
275,England,Premier League,(MNC),Raheem Sterling,31.0,3.0,2930,17,14.19,0.46,77.0,38.0,2.5,1.23,2018
276,England,Premier League,(LEI),Jamie Vardy,30.0,4.0,2886,18,17.62,0.58,79.0,38.0,2.6,1.25,2018
277,England,Premier League,(LEI),Ayoze Perez,34.0,3.0,3099,12,7.83,0.24,55.0,27.0,1.69,0.83,2018
278,England,Premier League,(ARS),Alexandre Lacazette,27.0,8.0,2670,14,11.52,0.41,81.0,28.0,2.88,1.0,2018
279,England,Premier League,(WOL),Raul Jimenez,36.0,2.0,3285,13,15.91,0.46,111.0,33.0,3.21,0.95,2018
280,Brazil,Campeonato Brasileiro SÃ©rie A,(LYO),Lucas Paqueta,31.0,1.0,2962,10,9.04,0.29,95.0,40.0,3.05,1.28,2018
281,Brazil,Campeonato Brasileiro SÃ©rie A,(BEN),Everton ,24.0,3.0,2175,9,12.59,0.55,88.0,38.0,3.84,1.66,2018
282,Brazil,Campeonato Brasileiro SÃ©rie A,(COR),Juan Cazares,25.0,6.0,2487,8,5.76,0.22,66.0,18.0,2.52,0.69,2018
283,Brazil,Campeonato Brasileiro SÃ©rie A,(ALA),Deyverson ,11.0,15.0,1367,9,7.63,0.53,41.0,19.0,2.85,1.32,2018
284,Brazil,Campeonato Brasileiro SÃ©rie A,(SAP),Pablo ,30.0,3.0,2808,12,10.94,0.37,64.0,29.0,2.17,0.98,2018
285,Brazil,Campeonato Brasileiro SÃ©rie A,None,Leandro Damiao ,19.0,7.0,3236,10,13.28,0.39,67.0,27.0,1.97,0.79,2018
286,Brazil,Campeonato Brasileiro SÃ©rie A,(VDG),Yago Pikachu,34.0,1.0,3192,10,11.09,0.33,77.0,37.0,2.29,1.1,2018
287,Brazil,Campeonato Brasileiro SÃ©rie A,(RMA),Rodrygo ,30.0,5.0,2850,8,8.1,0.27,52.0,23.0,1.73,0.77,2018
288,Brazil,Campeonato Brasileiro SÃ©rie A,(SJE),Andres Rios,23.0,5.0,2188,7,7.37,0.32,43.0,18.0,1.87,0.78,2018
289,Brazil,Campeonato Brasileiro SÃ©rie A,None,Roger Guedes ,11.0,1.0,1081,9,6.14,0.54,42.0,20.0,3.69,1.76,2018
290,Brazil,Campeonato Brasileiro SÃ©rie A,None,Leandro Pereira ,26.0,8.0,2575,11,10.03,0.37,80.0,33.0,2.95,1.22,2018
291,Brazil,Campeonato Brasileiro SÃ©rie A,(GRE),Diego Souza,32.0,0.0,4177,11,11.43,0.26,51.0,21.0,1.16,0.48,2018
292,Brazil,Campeonato Brasileiro SÃ©rie A,(FLA),Pedro ,19.0,0.0,1689,9,9.07,0.51,56.0,18.0,3.15,1.01,2018
293,Brazil,Campeonato Brasileiro SÃ©rie A,(TIG),Nico Lupez,26.0,9.0,3931,11,8.69,0.21,79.0,33.0,1.91,0.8,2018
294,Brazil,Campeonato Brasileiro SÃ©rie A,(FLU),Nene ,29.0,6.0,2636,8,7.49,0.27,58.0,20.0,2.09,0.72,2018
295,Brazil,Campeonato Brasileiro SÃ©rie A,(CFC),Ricardo Oliveira,35.0,0.0,3231,13,16.67,0.49,92.0,41.0,2.71,1.21,2018
296,Brazil,Campeonato Brasileiro SÃ©rie A,(BAH),Gilberto ,18.0,3.0,1623,8,7.0,0.41,52.0,17.0,3.04,1.0,2018
297,Brazil,Campeonato Brasileiro SÃ©rie A,Bruno,Henrique ,27.0,6.0,2595,9,4.37,0.16,46.0,15.0,1.68,0.55,2018
298,Brazil,Campeonato Brasileiro SÃ©rie A,(PAL),Willian ,21.0,11.0,2153,10,10.2,0.45,66.0,29.0,2.91,1.28,2018
299,Brazil,Campeonato Brasileiro SÃ©rie A,(FLA),Gabriel Barbosa,34.0,1.0,3140,18,19.17,0.58,94.0,40.0,2.84,1.21,2018
300,USA,MLS,(LAF),Diego Rossi,35.0,1.0,3277,17,12.07,0.35,113.0,50.0,3.28,1.45,2019
301,USA,MLS,(ATA),Josef Martinez,32.0,0.0,3050,28,25.04,0.78,128.0,52.0,3.99,1.62,2019
302,USA,MLS,(ACM),Zlatan Ibrahimovic,31.0,0.0,2998,31,22.72,0.72,159.0,67.0,5.04,2.12,2019
303,USA,MLS,(SJE),Chris Wondolowski,24.0,8.0,2169,15,14.61,0.64,79.0,33.0,3.46,1.45,2019
304,USA,MLS,(ORL),Nani ,26.0,4.0,2464,12,8.82,0.34,64.0,25.0,2.47,0.96,2019
305,USA,MLS,(PHI),Kacper Przybylko,25.0,1.0,2420,15,12.23,0.48,81.0,37.0,3.18,1.45,2019
306,USA,MLS,(MIN),Kei Kamara,29.0,0.0,2740,14,17.59,0.61,94.0,44.0,3.26,1.53,2019
307,USA,MLS,(CHF),C.J. Sapong,29.0,3.0,2734,13,11.22,0.39,63.0,25.0,2.19,0.87,2019
308,USA,MLS,(CCR),Gyasi Zardes,28.0,0.0,2657,13,15.1,0.54,62.0,26.0,2.22,0.93,2019
309,USA,MLS,(NYC),Heber ,18.0,5.0,1742,15,11.37,0.62,56.0,26.0,3.05,1.42,2019
310,USA,MLS,(HDY),Mauro Manotas,28.0,4.0,2717,13,14.01,0.49,92.0,29.0,3.22,1.01,2019
311,USA,MLS,(COL),Brian Fernandez,16.0,3.0,1555,11,8.18,0.5,69.0,30.0,4.22,1.83,2019
312,USA,MLS,(TOR),Alejandro Pozuelo,32.0,2.0,3104,14,9.8,0.3,84.0,38.0,2.57,1.16,2019
313,USA,MLS,(SKC),Felipe Gutierrez,31.0,1.0,2905,12,9.48,0.31,65.0,28.0,2.13,0.92,2019
314,USA,MLS,(SOU),Jordan Morris,28.0,2.0,2521,13,9.55,0.36,48.0,24.0,1.81,0.9,2019
315,USA,MLS,(SOU),Raul Ruidiaz,24.0,2.0,2346,15,15.31,0.62,96.0,37.0,3.89,1.5,2019
316,USA,MLS,(TOR),Jozy Altidore,18.0,5.0,1834,12,8.69,0.45,51.0,25.0,2.64,1.29,2019
317,USA,MLS,(LAF),Carlos Vela,33.0,0.0,3128,36,25.35,0.77,167.0,75.0,5.07,2.28,2019
318,USA,MLS,(VID),Nemanja Nikolic,25.0,6.0,2118,12,14.05,0.63,48.0,22.0,2.15,0.99,2019
319,USA,MLS,(NYC FC),Alexandru Mitrita,25.0,5.0,2398,12,7.07,0.28,96.0,34.0,3.8,1.35,2019
320,Spain,La Liga,(ATL),Luis Suarez,22.0,6.0,2126,16,14.32,0.64,79.0,42.0,3.53,1.88,2019
321,Spain,La Liga,(RMA),Karim Benzema,36.0,1.0,3207,21,21.61,0.64,124.0,59.0,3.67,1.75,2019
322,Spain,La Liga,(ALA),Joselu,31.0,5.0,2990,11,13.22,0.42,87.0,30.0,2.76,0.95,2019
323,Spain,La Liga,(SEV),Carlos Fernandez,21.0,13.0,2428,10,10.48,0.41,47.0,19.0,1.84,0.74,2019
324,Spain,La Liga,(OSA),Ante Budimir,33.0,2.0,2923,13,12.31,0.4,56.0,22.0,1.82,0.72,2019
325,Spain,La Liga,(SOC),Mikel Oyarzabal,36.0,1.0,3247,10,8.89,0.26,62.0,22.0,1.81,0.64,2019
326,Spain,La Liga,(SOC),Willian Jose,24.0,13.0,2171,11,13.03,0.57,59.0,19.0,2.58,0.83,2019
327,Spain,La Liga,(VIL),Gerard Moreno,33.0,2.0,2831,18,16.09,0.54,89.0,34.0,2.99,1.14,2019
328,Spain,La Liga,(ALA),Lucas Perez,29.0,5.0,2673,11,11.25,0.4,48.0,18.0,1.71,0.64,2019
329,Spain,La Liga,(BET),Loren Moron,21.0,15.0,2222,10,9.12,0.39,52.0,18.0,2.22,0.77,2019
330,Spain,La Liga,(BIL),Raul Garcla,33.0,2.0,3034,15,12.77,0.4,81.0,33.0,2.54,1.03,2019
331,Spain,La Liga,(JUV),Morata ,25.0,9.0,2248,12,17.27,0.73,69.0,30.0,2.92,1.27,2019
332,Spain,La Liga,(GET),Angel Rodriguez,9.0,23.0,1611,10,8.14,0.48,53.0,23.0,3.13,1.36,2019
333,Spain,La Liga,(BAR),Lionel Messi,32.0,1.0,3067,25,21.63,0.67,159.0,68.0,4.93,2.11,2019
334,Spain,La Liga,(RMA),Sergio Ramos,35.0,0.0,3100,11,11.09,0.34,39.0,17.0,1.2,0.52,2019
335,Spain,La Liga,(SEV),Lucas Ocampos,31.0,2.0,2929,14,13.26,0.43,84.0,36.0,2.72,1.17,2019
336,Spain,La Liga,Santi,Cazorla ,29.0,6.0,2513,11,8.73,0.33,49.0,24.0,1.85,0.91,2019
337,Spain,La Liga,(LEV),Roger ,26.0,10.0,2436,11,11.54,0.45,57.0,24.0,2.22,0.94,2019
338,Spain,La Liga,(GET),Jaime Mata,33.0,1.0,2923,11,12.0,0.39,58.0,23.0,1.89,0.75,2019
339,Spain,La Liga,(CEL),Iago Aspas,37.0,0.0,3474,14,15.72,0.43,84.0,39.0,2.3,1.07,2019
340,Portugal ,Primeira Liga,(LIS),Pote ,7.0,0.0,631,9,2.99,0.45,21.0,13.0,3.16,1.96,2019
341,Portugal ,Primeira Liga,None,Tiquinho Soares,20.0,10.0,1867,10,9.43,0.48,55.0,21.0,2.8,1.07,2019
342,Portugal ,Primeira Liga,(FAR),Eduardo Mancha,4.0,0.0,396,2,0.96,0.23,5.0,2.0,1.2,0.48,2019
343,Portugal ,Primeira Liga,(BRA),Paulinho ,27.0,2.0,2451,17,14.96,0.58,89.0,38.0,3.45,1.47,2019
344,Portugal ,Primeira Liga,None,Alex Telles,28.0,3.0,2732,11,8.05,0.28,39.0,17.0,1.36,0.59,2019
345,Portugal ,Primeira Liga,(BRA),Bruno Viana,8.0,0.0,780,2,1.31,0.16,7.0,2.0,0.85,0.24,2019
346,Portugal ,Primeira Liga,(AVE),Mehrdad Mohammadi,27.0,1.0,2495,8,7.35,0.28,56.0,19.0,2.13,0.72,2019
347,Portugal ,Primeira Liga,(FAM),Carlos Valenzuela,7.0,1.0,575,2,1.03,0.17,10.0,3.0,1.65,0.5,2019
348,Portugal ,Primeira Liga,(FAM),Ruben Lameiras,7.0,0.0,624,4,3.42,0.52,15.0,9.0,2.28,1.37,2019
349,Portugal ,Primeira Liga,(POR),Moussa Marega,27.0,2.0,2471,12,7.28,0.28,58.0,33.0,2.23,1.27,2019
350,Portugal ,Primeira Liga,(BEN),Gian-Luca Waldschmidt,7.0,1.0,605,4,3.57,0.56,15.0,6.0,2.36,0.94,2019
351,Portugal ,Primeira Liga,(GIL),Samuel Lino,6.0,1.0,591,3,2.18,0.35,16.0,5.0,2.57,0.8,2019
352,Portugal ,Primeira Liga,(VGU),Andre Andre,8.0,0.0,645,2,1.7,0.25,7.0,2.0,1.03,0.29,2019
353,Portugal ,Primeira Liga,(POR),Mehdi Taremi,26.0,4.0,2537,18,16.82,0.63,74.0,30.0,2.77,1.12,2019
354,Portugal ,Primeira Liga,(TOT),Carlos Vinicius,19.0,13.0,1928,18,12.38,0.61,66.0,27.0,3.25,1.33,2019
355,Portugal ,Primeira Liga,(POR),Sergio Oliveira,7.0,1.0,642,4,2.09,0.31,17.0,8.0,2.52,1.18,2019
356,Portugal ,Primeira Liga,(FER),Douglas Tanque,23.0,6.0,2054,11,7.57,0.35,72.0,24.0,3.33,1.11,2019
357,Portugal ,Primeira Liga,None,Fabio Abreu,27.0,7.0,2570,13,11.09,0.41,53.0,23.0,1.96,0.85,2019
358,Portugal ,Primeira Liga,(NAC),Brayan Riascos,8.0,0.0,736,3,2.17,0.28,26.0,11.0,3.36,1.42,2019
359,Portugal ,Primeira Liga,None,Alex Telles ,3.0,0.0,280,2,2.36,0.8,9.0,5.0,3.05,1.7,2019
360,Portugal ,Primeira Liga,None,Fabio Martins,29.0,0.0,2633,12,9.15,0.33,69.0,36.0,2.49,1.3,2019
361,Portugal ,Primeira Liga,(BEN),Haris  Seferovic,2.0,5.0,337,6,3.33,0.94,12.0,7.0,3.38,1.97,2019
362,Portugal ,Primeira Liga,(FER),Douglas Tanque,7.0,0.0,644,2,2.51,0.37,25.0,9.0,3.69,1.33,2019
363,Portugal ,Primeira Liga,(FEY),Joao Teixeira,14.0,7.0,1416,8,3.58,0.24,34.0,14.0,2.28,0.94,2019
364,Portugal ,Primeira Liga,(MNU),Bruno Fernandes,17.0,0.0,1656,8,5.58,0.32,60.0,23.0,3.44,1.32,2019
365,Portugal ,Primeira Liga,(BOA),Angel Gomes,6.0,0.0,530,3,1.12,0.2,12.0,3.0,2.15,0.54,2019
366,Portugal ,Primeira Liga,(POR),Toni MartÃ­nez,27.0,5.0,2312,10,10.46,0.43,74.0,29.0,3.04,1.19,2019
367,Portugal ,Primeira Liga,(BEN),Pizzi ,33.0,1.0,2981,18,15.69,0.5,83.0,39.0,2.65,1.24,2019
368,Portugal ,Primeira Liga,(MIJ),Bozhidar Kraev,28.0,4.0,2399,8,4.55,0.18,46.0,19.0,1.82,0.75,2019
369,Portugal ,Primeira Liga,None,Sandro Lima,29.0,3.0,2747,10,10.12,0.35,66.0,31.0,2.28,1.07,2019
370,Portugal ,Primeira Liga,(MAR),Rodrigo Pinho,18.0,9.0,1732,9,6.56,0.36,48.0,22.0,2.63,1.21,2019
371,Portugal ,Primeira Liga,(MAR),Rodrigo Pinho,7.0,1.0,646,6,3.06,0.45,17.0,8.0,2.5,1.18,2019
372,Portugal ,Primeira Liga,(SAN),Thiago Santana,8.0,0.0,714,6,3.31,0.44,24.0,12.0,3.19,1.6,2019
373,Portugal ,Primeira Liga,(BEN),Everton ,8.0,0.0,622,2,1.05,0.16,11.0,7.0,1.68,1.07,2019
374,Portugal ,Primeira Liga,(BAR),Trincao ,17.0,10.0,1749,8,4.6,0.25,47.0,19.0,2.55,1.03,2019
375,Portugal ,Primeira Liga,(LIS),Andraz Sporar,3.0,4.0,356,2,3.41,0.91,14.0,7.0,3.74,1.87,2019
376,Portugal ,Primeira Liga,(BRA),Ricardo Horta,31.0,2.0,2750,12,8.97,0.31,93.0,37.0,3.21,1.28,2019
377,Portugal ,Primeira Liga,(VGU),Bruno Duarte,6.0,1.0,509,2,1.77,0.33,13.0,3.0,2.43,0.56,2019
378,Portugal ,Primeira Liga,(LIS),Nuno Santos,6.0,2.0,567,3,1.55,0.26,10.0,5.0,1.68,0.84,2019
379,Portugal ,Primeira Liga,(VGU),Bruno Duarte,18.0,6.0,1684,8,5.5,0.31,42.0,16.0,2.37,0.9,2019
380,Italy,Serie A,(NAP),Arkadiusz Milik,19.0,7.0,1870,11,9.45,0.48,68.0,29.0,3.45,1.47,2019
381,Italy,Serie A,(INT),Romelu Lukaku,33.0,3.0,3156,23,18.94,0.57,99.0,47.0,2.98,1.41,2019
382,Italy,Serie A,(Sassuolo ),Francesco Caputo,33.0,3.0,3125,21,13.82,0.42,73.0,35.0,2.22,1.06,2019
383,Italy,Serie A,(ROM),Edin Dzeko,31.0,4.0,3075,16,19.74,0.61,122.0,46.0,3.77,1.42,2019
384,Italy,Serie A,(NAP),Andrea Petagna,33.0,3.0,3263,12,13.74,0.4,110.0,33.0,3.2,0.96,2019
385,Italy,Serie A,(JUV),Cristiano Ronaldo,33.0,0.0,3127,31,27.32,0.83,208.0,79.0,6.32,2.4,2019
386,Italy,Serie A,(SAS),Domenico Berardi,29.0,2.0,2654,14,10.9,0.39,120.0,46.0,4.3,1.65,2019
387,Italy,Serie A,(CAG),Joao Pedro,35.0,1.0,3394,18,13.93,0.39,87.0,37.0,2.44,1.04,2019
388,Italy,Serie A,(ATA),Josip Ilicic,21.0,5.0,1786,15,9.78,0.52,81.0,36.0,4.31,1.91,2019
389,Italy,Serie A,None,Andreas Cornelius,17.0,9.0,1637,12,6.38,0.37,46.0,20.0,2.67,1.16,2019
390,Italy,Serie A,(CAG),Giovanni Simeone,34.0,3.0,3115,12,11.8,0.36,87.0,30.0,2.65,0.91,2019
391,Italy,Serie A,(LAZ),Ciro Immobile,36.0,1.0,3371,36,26.61,0.75,142.0,71.0,4.0,2.0,2019
392,Italy,Serie A,(LEC),Marco Mancosu,28.0,5.0,2627,14,15.21,0.55,84.0,31.0,3.04,1.12,2019
393,Italy,Serie A,(ATA),Duvan Zapata,25.0,3.0,2143,18,15.11,0.67,89.0,37.0,3.95,1.64,2019
394,Italy,Serie A,(INT),Lautaro Martrinez,29.0,6.0,2581,14,14.4,0.53,125.0,44.0,4.6,1.62,2019
395,Italy,Serie A,(ATA),Luis Muriel,10.0,23.0,1370,18,12.4,0.86,77.0,41.0,5.34,2.84,2019
396,Italy,Serie A,(SAM),Fabio Quagliarella,26.0,2.0,2413,11,13.72,0.54,102.0,35.0,4.02,1.38,2019
397,Italy,Serie A,(BEN),Gianluca Lapadula,20.0,5.0,1906,11,9.43,0.47,61.0,24.0,3.04,1.2,2019
398,Italy,Serie A,(ACM),Ante Rebic,15.0,11.0,1514,11,6.85,0.43,42.0,20.0,2.64,1.25,2019
399,Italy,Serie A,(TOR),Andrea Belotti,34.0,2.0,3214,16,16.58,0.49,104.0,41.0,3.07,1.21,2019
400,Germany,Bundesliga,(DOR),Jadon Sancho,25.0,7.0,2387,17,9.8,0.39,52.0,28.0,2.07,1.11,2019
401,Germany,Bundesliga,(CHE),Timo Werner,33.0,1.0,2744,28,20.8,0.72,123.0,63.0,4.26,2.18,2019
402,Germany,Bundesliga,(WOB),Wout Weghorst,30.0,2.0,2893,16,18.27,0.6,85.0,38.0,2.79,1.25,2019
403,Germany,Bundesliga,(HOF),Andrej Kramaric,14.0,5.0,1502,12,9.33,0.59,43.0,23.0,2.72,1.45,2019
404,Germany,Bundesliga,(DOR),Marco Reus,18.0,1.0,1561,11,8.54,0.52,47.0,24.0,2.86,1.46,2019
405,Germany,Bundesliga,(CHE),Kai Havertz,29.0,1.0,2586,12,9.53,0.35,59.0,26.0,2.17,0.96,2019
406,Germany,Bundesliga,(BMG),Marcus Thuram,28.0,3.0,2296,10,10.15,0.42,56.0,36.0,2.32,1.49,2019
407,Germany,Bundesliga,(DUS),Rouwen Hennings,27.0,5.0,2592,15,10.91,0.4,73.0,27.0,2.68,0.99,2019
408,Germany,Bundesliga,(BAY),Robert Lewandowski,31.0,0.0,2783,34,31.05,1.06,138.0,67.0,4.71,2.29,2019
409,Germany,Bundesliga,(FRA),Andre Silva,16.0,9.0,1694,12,10.7,0.6,55.0,21.0,3.08,1.18,2019
410,Germany,Bundesliga,(FCA),Florian Niederlechner,31.0,2.0,2846,13,13.18,0.44,78.0,40.0,2.6,1.34,2019
411,Germany,Bundesliga,(DOR),Erling Haaland,11.0,4.0,1116,12,7.64,0.65,34.0,19.0,2.89,1.62,2019
